key,stars,helpful_yes,helpful_no,text
0_bj,3,1.0,0.0,"I had high hopes for this flavor, but the carmel core was way too salty. I was hoping for a sweeter kraft caramel taste. The blonde brownie bites were just okay...not much traditional brownie flavor. Won’t buy again."
0_bj,1,1.0,0.0,I absolutely love Ben and Jerrys ice cream but this one was horrible. The picture looks like there will be tons and brownies and there were only 5 tiny bites in the whole pint. The caramel core was overly salty too.
0_bj,1,1.0,0.0,the caramel tastes like salty death. I think I have sodium poisoning from one bite. Gross as heck like why would you do this to people. Who let this pass the taste test??? Fr fr are y’alls tongues blind?
0_bj,2,1.0,0.0,"I tried this ice cream when it first came out, didnt care for it. It seemed as though it was missing something and I really didnt like the salted caramel. I like the Karamel Sutra much better."
0_bj,3,1.0,0.0,"The sweet cream and blondie chunks were delicious, but the core was almost too salty to eat. The taste of salt was completely overpowering the caramel flavor. Good overall, just needs less salt."
0_bj,1,1.0,0.0,The core just tastes like salt with no caramel flavour. The ice-cream was floury & the blonde brownie pieces had no taste. Worst flavour I’ve ever had. Very disappointed. :(
0_bj,3,1.0,0.0,The ice-cream is disappointingly tasteless...why not use vanilla. The caramel us too salty and intense...why not swirled? The brownie bites were few and far between.
0_bj,2,1.0,0.0,I love Ben and Jerrys! The brownies and ice cream were very good! The caramel was just overwhelmingly salty. I couldnt even eat it. Maybe its just not for me. :(
0_bj,1,1.0,0.0,I had looked forward to trying this flavor but found the core saltier than the ocean. As someone who loves caramel this is the worst caramel I have ever tried. I
1_bj,5,11.0,0.0,"Ben and Jerrys took the peanut butter/chocolate flavor and knocked it out the park yet again. The peanut butter ice cream is great as always, but combined with the pretzel swirls, the flavor is heightened to an amazing degree. A nice little crunch to the pretzels as well for texture. The brownies arent quite as good as in other flavors but definitely plentiful and still tasty. Put em all together and you get a salty/sweet peanut butter and chocolate combination that just works. A great flavor."
1_bj,5,12.0,1.0,"The actual peanut butter ice cream is amazing, the brownie chunks taste like they were just cooked. The pretzel bits are the most amazing thing I have eaten, they are not too salty. They are not crunchy or too soft, evert time I get a bite with the pretzel in it I have to just stop and savor it. So far I have only found these at Target I have shared about eight pints in a couple weeks with my husband. Honestly its the best ice cream Ive ever had. Hard, soft, homemade, vegan or non, its the best."
1_bj,5,3.0,0.0,I will start by saying that Im not a peanut butter flavored ice cream fan(Im an urban bourbon addict)the only reason I tried this flavor was I couldnt find my flavor. Boy did this flavor SURPRISE me. Its a must try.
1_bj,5,2.0,0.0,My top two favorites of all time are Tonight Dough and Chubby Hubby (tied for first place) and a close second place is Netflix & Chill’d! The brownie pieces were HUGE and the salty sweet combo was just perfection.
1_bj,5,9.0,0.0,"This is EVERYTHING I want in ice cream! Peanut butter, sweet, salty & just enough chocolate. I hope it becomes a regular flavor."
1_bj,5,8.0,1.0,I am in love with this flavor. Im a big pb fan and it is very prominent.
1_bj,5,3.0,0.0,"This is just simply amazing. I am not one for ice cream but this has changed my perspective, so many perfect flavors wrapped into one. Sweet yet salty, enough toppings in every bite. WOW! I look forward to this every night!"
1_bj,2,2.0,0.0,"The peanut butter flavor is good and the ice cream is creamy, but the balance of salty to sweet is way off. This tastes like peanut butter ice cream with pure salt swirled through it. The brownies are soft but flavorless, so they do nothing to help balance the flavors. I normally love salty sweet combinations, but this missed the mark."
1_bj,5,2.0,0.0,"This flavor was AMAZING. I would not change anything about it! I never thought I would find anything better than Half Baked and Tonight Dough, but this flavor definitely made it up there with them."
1_bj,2,2.0,0.0,I was really disappointed in this one. Flavors were blah. The peanut butter icecream tasted more like vanilla and hardly any pretzel flavor. Chubby Hubby is a much better choice with similar concept
1_bj,3,2.0,0.0,"Salty and sweet, but could use more brownie chunks and pretzel swirls to achieve sheer perfection! The concept is there but my pint had paltry mix-ins."
1_bj,5,2.0,0.0,"Honestly the best ice cream I have ever had. I was expecting good, but this is a game changer. B&J yall never let me down!"
1_bj,5,2.0,0.0,Ive be consistently buying this wherever I can! Please dont get rid of this!
1_bj,5,2.0,0.0,Please don’t take this away from me. It is the perfect ice cream.
1_bj,4,2.0,1.0,"Great pb flavor! Love the salty pretzel swirl! But the brownie pieces were too big and chewy, like a dog eating pb. I think I’d prefer it with a fudge swirl and larger pretzel pieces. Will try it again, maybe it will have smaller brownie chunks. Peanut Butter World is still my favorite."
1_bj,4,4.0,3.0,I got the chocolate fudge brownie and yes there is a great amount of brownie but I think the ice cream to brownie ratio should be more brownie less ice cream!
1_bj,5,1.0,0.0,B&J did it again. The creamy smooth texture of the peanut ice cream contrasted with the swirl of salty pretzel goodness engaged with nice healthy chunks of brownies. Perfect combination of flavor and texture. Thank you B&J for making another wonderful creation. You guys rock!
1_bj,5,1.0,0.0,I finally got around to trying this flavor and I’m so glad that I did! I’ve been buying Ben & Jerry’s for the past 15+ years and this is one of the best flavors I’ve ever had. The flavor of the peanut butter ice cream itself is incredible. I’m thoroughly impressed.
1_bj,4,1.0,0.0,"Peanut flavor is exceptionally bold and delicious, however the saltiness is oddly mixed in, I’ve had bites of mild salty pretzel and really really salty bites. Could do a little better in that regard."
1_bj,5,1.0,0.0,I bought this 3 days ago and just bought a second tub! Its absolutely perfect. I love the salty swirls and the brownies are soft and delicious. Please keep this flavour!
1_bj,5,1.0,0.0,"Just tried this flavor and it’s officially my favorite! Perfect balance of sweet, salty and savory. The little bits of fudge are also SOOOOOOO GOOD! Can’t get enough"
1_bj,5,1.0,0.0,Amazing flavors and amazing taste. One of my top 3.
1_bj,5,1.0,0.0,"Okay, so when I saw this flavor first advertised I was out of my mind excited. I love peanut butter. I love brownies. And I love pretzels. But when I finally tracked it down in stores, I was disappointed because it wasn’t what I was expecting it to be. (Also, it melted a lot on the way home that day.)"
2_bj,5,22.0,8.0,"During quarantine I was living off of Half Baked...but when I went to the store all that was left was Chip Happens. Having been heartbroken by another brands ""Milkshake and Fries"" I reluctantly bought Chip Happens. I am happy to report Ben & Jerrys NAILED this flavor. The lighter chocolate, chocolate chunks and the perfectly CRUNCHY salty potato chip swirl is EXACTLY what every sweet/salty craving is made of. I put on my quarantine mask and went back to the store and bought the 4 pints left. I need another freezer to stock this flavor. Hope it remains a regular flavor because it says ""limited botched edition"". Break quarantine and RUN to get Chip Happens!"
2_bj,5,10.0,6.0,My favorite flavor used to be Late Night Snack because of the amazing innovation of the salty potato chip balls they used in combination with the sweet ice cream. The combo is heavenly. Ive been waiting for years for Ben and Jerrys to bring back the potato chip ingredient and lo and behold yesterday at the store I found this flavor. Its even better than I remember late night snack being; the potato chip swirl provides a perfect salty and sweet combo in almost every bite. Please make this a permanent flavor; or at least release something else that uses this potato chip ingredient because Ill be SO sad if I have to wait years for it to appear again.
2_bj,5,9.0,1.0,"Please keep this as a permanent flavor as Ive introduced this to others and we all LOVE it! Just like as a kid putting chips in my peanut butter and jelly sandwiches, this ice cream is the best thing since then! Love the chocolate ice cream with the chips!! Would love if you kept it around!!! Was bummed when I saw it was a limited botch Thank you!!!"
2_bj,4,5.0,0.0,"I tried this for the first time a few days ago and the pint is already gone. This is a perfect flavor for someone that likes the sweet and salty combo (e.g. chocolate covered pretzels). The chip pieces add a nice twist to the chocolate, and the texture/consistency is not weird. There are some bites that I feel the chip chunks are a little too big,but overall it is great!"
2_bj,5,4.0,1.0,"I am a lover of all things sweet and salty, so when I saw this in my grocery freezer I just knew I had to try it. Ben & Jerrys did NOT disappoint with this flavor! Ive searched for and bought this flavor countless times since I first found it a few months back, and I enjoy it a little more each time. The sweet & salty balance in this one is perfect. The only downside I can say is that the consistency of the potato chips are often in botches and not evenly distributed throughout, but thats nothing some scoop controlling cant fix. Please keep this one permanently!"
2_bj,5,31.0,7.0,"This achieved what Late Night Snack could not--it is a FANTASTIC flavor. The chip swirls have the perfect salt content and potato taste. They stay crispy, which is a great complement to the thin crunch of the chocolate chips and that smooth, almost milk chocolate ice cream. THIS SHOULD BE A PERMANENT FLAVOR. ITS SO GOOD."
2_bj,5,2.0,0.0,"I am not usually the type that likes a lot of mix-in’s in my ice cream, in fact, it would be accurate to call me a plain Jane. However, I just recently happened to go on to your website and saw that this was a new flavor so after a trip to the grocery store......my palette my most pleased. It was such a wonderful combination both with the velvety chocolate ice cream and then the salty crunch of the potato chips!! Well done———-you most definitely nailed it!!!!!"
2_bj,3,5.0,3.0,"Can I express how excited I was to see this on the shelves? I was beyond excited since I was a HUGE fan of Late Night Snack. Upon opening the lid, I noticed chocolate ice cream with giant chunks of chocolate chips and potato chips.On my first bite, I tasted molasses and then bits of chocolates and potato chips. I wasnt a fan of the strong taste of molasses.. Perhaps I was expecting something similar to the discontinued Late Night Snack. Chips Happen wasnt bad but it wasnt great."
2_bj,5,17.0,7.0,"Absolutely delicious. Sweet, salty, creamy and crunchy. This is a pint of oxymorons and I love it."
2_bj,5,3.0,0.0,I’m obsessed with this flavor since I tried it. I can not believe how amazing it is. And the potato chips have the perfect crisp (don’t understand how) but it’s delicious. Please please please keep this flavor :(
2_bj,5,2.0,0.0,When i saw this i thought it would be gross because chips and ice cream seems just gross together but when my sister convinced me to try it i felt fireworks. the chips are perfectly salty and the chocolate isnt to chocolaty! Its perfect for people who eat dip their french fries in chocolate ice cream and its a fun and unique flavor to try out! would highly recommend!! :D
2_bj,5,1.0,0.0,"When I first came upon this early June I tried the pint and within 5 minutes it was gone. The rich, velvety milk chocolate ice cream blends well with the contrasting textures of chocolate chunks and salty potato chips. I find a reason to drive 10 minutes 3 times a week just to stock up on this flavor exclusively. I am willing to lead the charge to make this flavor permanent. Its genius! I was disappointed that imy local store had sold out. I hope you consider this as a Fan Favorite!"
2_bj,2,6.0,3.0,"I was so excited to find this special pint - unfortunately, mine barely had the potato chip swirl I was looking forward to! Ben and Jerry’s are known for their ample mix ins, and this didn’t make the cut. Really bummed!"
2_bj,5,2.0,0.0,I’m a sucker for chocolate covered potato chips. This ice cream is my major weakness. The chocolate ice cream is the best (and I don’t care for chocolate ice cream). I hope this flavor stays.
2_bj,5,2.0,0.0,"You guys nailed this one! It is perfection, the sweetness of the ice cream with a hint of saltiness of chips. I’d buy it every time I went shopping if it was a permanent flavor!"
2_bj,1,8.0,6.0,I’ve had ice cream with chips before and enjoyed it so was excited for this one. But this flavor is truly terrible. My boyfriend and i each ate a scoop & decided to throw the rest away - a choice we’ve never made before.
2_bj,5,9.0,6.0,"I bought this in substitute of Americone Dream and I have got to say, I love this ice cream!! It tastes so good!"
2_bj,2,5.0,3.0,"Regular flavor made worse with potato chips. The combination of potato chips with chocolate ice cream is too strange for me. If you cant tell, I dont dip my fries in my milkshakes."
2_bj,5,2.0,1.0,"Perfect chocolate ice cream! I love the lighter, less intense chocolate ice cream that’s similar to one of my other faves (chocolate milk and cookies). It really tastes more like chocolate milk. The potato chip swirls are a perfect salty complement to the mild sweet. Im a huge fan of chocolate covered chips so this is right up my wheel house. PLEASE make this a permanent flavor!!!"
2_bj,5,1.0,0.0,After Trader Joe’s discontinued their chocolate covered potato’s chips I’ve been in search for something close. This nailed the same flavor and was so much better. Great mix of sweet and salty. It’s like in n out fries dipped in their chocolate milkshake. Turned my whole family onto this flavor and we bought out the two stores that carried it. Please Please continue the flavor!
2_bj,1,5.0,4.0,I love Ben&Jerrys but this flavor was a disaster. The chocolate doesnt mix with the saltiness of the chips and it just tastes so wrong.
2_bj,5,1.0,0.0,this is my new favorite flavor. this chocolate base is better than any of their others and this potato chip swirl is incredible. i dont buy ben and jerrys that often because of the price point but i would for this pint! this is an incredible sweet and salty blend and i cant get enugh!
2_bj,5,1.0,0.0,I got this a number of days ago and it’s absolutely delicious. The chip swirl makes sure you get it throughout the ice cream. I really hope this stays in the collection!!
2_bj,5,1.0,0.0,"Half Baked has been my favorite ice cream, but this beat it. I wish the whole potato chip, sweet salty thing was more popular because this is amazing."
2_bj,5,1.0,0.0,This ice cream is my newest addiction. I have been buying as much as I Can before it’s gone. I’m begging for this to become a permanent flavor.
2_bj,5,1.0,0.0,Chip happens is my absolute new favorite ice cream! The chocolate and salty mix BEAUTIFULLY! Please keep it around!!
2_bj,5,2.0,1.0,"What a great combination of flavors, I truly hope this will be around for awhile."
3_bj,5,12.0,1.0,Am trying this flavor for the first time right now. Took my first bite and fell in love IMMEDIATELY!! May just be my new favorite flavor!! Have tried a different brand of mascarpone ice cream before and it basically just tasted like vanilla. This is the complete opposite!! Definitely not just plain old boring vanilla!! Can NOT believe how amazingly delicious this is!! Everyone needs to try this now!! Would probably drive 10 hours to get this if i had to like omg its just that good!!!!!!!!!! Please ben and jerrys-Im literally begging you to keep this flavor FOREVER!!!!!!!!!!!!!!!
3_bj,5,4.0,1.0,"I was devastated when the “Holly Cannoli” flavor was discontinued years ago. Every time I passed the ice cream aisle in my supermarket, I’d search for the Cannoli flavor, hoping to see it again. Just when I was about to give up, THERE IT WAS!!!!! I scooped up every pint I could get my hands on. This flavor is the best!! The sweet marscapone cream and chocolatey shell pieces make for a sweet celebration for the tastebuds. Thank you so much for bringing this awesome flavor back! Please don’t ever discontinue it again. You’ve struck gold with this flavor — it is truly is a treat!"
3_bj,5,6.0,1.0,"Oh man. Where to begin. Two bites and I knew. The marscapone ice cream? Dude. The cannoli shells? DUDE. Theyre so crispy its almost like magic how crispy they stay. And coated in chocolate nonetheless! The marscapone swirl is something you almost forget about too but like not even in a bad way because you end up stumbling upon it without expecting to do so and it HITS YOU IN THE FACE WITH DECADENT FLAOUR. Also the chocolate chips are the minis, the cute ones. Perfectly sized!! B & J knocked it out of the park with this one. A+++"
3_bj,5,16.0,2.0,Please keep this around forever! For over 7 years I have hoped that this day would come where my favorite dessert ever would return! Such a delicious ice cream!
3_bj,4,1.0,0.0,"The icecream itself is luxuriously fatty, so it does take some time to eat this as compared to opposing flavors. The mascarpone swirls is what Id say takes the cake for me, though be aware that not all the chocolate-covered cannoli pieces will be as crisp as youd expect them to be."
3_bj,5,9.0,1.0,"This is so good, i have been eating one a day, please keep this around so i can keep eating it"
3_bj,5,5.0,1.0,"I have been craving, whining about, and reminiscing about this flavor for YEARS."
3_bj,2,1.0,0.0,"The flavor is great, but there were almost no pieces of the cannoli shell in the pint. My husband and I both thought it was strange, and maybe a bad batch because you can always count on the pints to be pretty full of all the good stuff listed in the description. But not this time. And I see from another review that maybe this isn’t a fluke after all. The cannoli shell is the best part of the dessert, so it shouldn’t be skimped."
3_bj,5,3.0,2.0,"A delicious take on the classic Italian dessert, B&Js Cannoli is a winner. The base is described as a marscapone flavor. Now marscapone isnt typically used for Cannolis but instead ricotta. Marscapone is a cream cheese used for cakes and other desserts. While not quite fitting the theme of a Cannoli in that regard, B&J made the right choice for the sake of flavor. The base is absolutely like a heightened cheesecake. Almost as if their regular cheesecake flavor was mixed with the equally delicious buttery brown sugar one. Its fantastic. The swirl is the same flavor, so they blend together seamlessly for a full on sweet cream cheese taste. And the pastry pieces are the perfect contrast to the base. Crunchy and covered in chocolate, they remind me of the similar chocolate dipped waffle cone pieces from Americone Dream, and there are plenty in each pint. Whether it fits the theme or not, Cannoli is a great flavor that I hope stays as a mainline one for a long time."
3_bj,2,1.0,0.0,"First of all traditional cannoli are made with ricotta, not mascarpone. This tastes more like tiramisu without the coffee. Its missing the liquor flavor of a cannoli and was too cheesy. It would be better if it had chocolate shavings, but the base is wrong. I ate it, but I would not it buy again."
3_bj,5,1.0,0.0,I happened to find this flavor when I went shopping today at Albertsons and I love all kinds of Italian cuisine. Cannolis are one of my favorite desserts. The flavor of this ice cream was delicious and tasted exactly like a cannoli! Perfect flavor!!
3_bj,1,1.0,0.0,"I was so excited to try this because I love a good cannoli. The taste was just wrong. I really didnt like anything about this flavor. The ice cream itself was marscapone which isnt whats in a cannoli. This was just a fail, cannot recommend."
3_bj,3,1.0,0.0,"The ice cream is light and fluffy, just as expected from Ben & Jerry’s, but I think the mascarpone ice cream is just a variant of vanilla ice cream. The crunch from the chocolate shells is rad and the mascarpone swirls are delicious."
3_bj,4,1.0,0.0,Bought this a few days ago after searching for a while. So looking forward to it. I loved the flavors BUT it should have had way more cannoli shell pieces. There were barely any at all.
3_bj,5,1.0,0.0,Chunks were found throughout and I really enjoyed ice cream so reminiscent of my fave dessert.
3_bj,5,2.0,1.0,"I absolutely love this flavor, and Im glad its back to stay and not a Limited Batch"
3_bj,5,2.0,1.0,Please keep the Cannoli ice cream!!!!! It is the best EVER!!!!!
4_bj,5,27.0,0.0,This is my favorite flavor in the entire world please make it a permanent flavor!! I made all my friends go out and try it and were all addicted. I have three pints a week. I wish I was joking. We single handedly bought all of the Gimme Smore stock in our grocery store. The day this flavor is retired is the day my happiness dies. :)
4_bj,5,20.0,0.0,"I have several favorite B&Js flavors, but I decided to go outside of my usual and get this flavor. With the first bite you can definitely taste a hint of marshmallow-y flavor in the base ice cream. Its different than just plain vanilla. I think they did a great job capturing that flavor. The chocolate cookie swirl and graham swirl is smart and I think its a unique way to add the classic flavor of a smore. And of course, you cant go wrong with fudge flakes! I am a total mix-in and swirl junkie, the more the better, and Ben & Jerrys never disappoints with that! Great job on this flavor! Overall a unique take on a novel summer treat!"
4_bj,5,42.0,6.0,"Ive had many pints of the Gimme Smore while its been out and tonight I accidentally grabbed the original Smores, with the chocolate ice cream. It was the most disappointing moment when I opened the pint to find chocolate ice cream instead of the typical golden ice cream I was used to with the Gimme Smore. Gimme Smore is the perfect representation of what a Smore is: mostly composed of perfectly toasted marshmallows, hint of chocolate, and a great trail of graham crackers. I will be so sad when this pint leaves the shelves. And I will never make the mistake of buying the OG Smores pint again. Too much chocolate to represent a Smore."
4_bj,5,17.0,3.0,"I recently had the pleasure of taking a tour of Ben & Jerrys in VT and this was the flavor sample of the day. Instantly, I was hooked. Ive been buying some from my local CT grocery store since. There was a sale one night and the store was out. I sat on the floor and cried. While the ice cream base may not taste exactly like marshmallows, is delicious. Everything about this flavor is amazing!"
4_bj,5,2.0,0.0,"I am so sad that this is a limited batch. Gimme Smore is my all time favorite flavor and Ive tried almost all the Ben & Jerrys flavors. It is like heaven in your mouth. The graham cracker swirl and chocolate cookie swirl are my two favorite things about this ice cream. Since the flavor is slowly leaving, my friends and I have gone to multiple stores to stock up on what is left. As you can tell we LOVE Gimme Smore and if youre a smores lover like me then its worth the try!"
4_bj,5,13.0,1.0,"This is such a great new pint! I stocked up and my freezer is loaded with them. The ice cream, the swirls and chunks are so so yummy! If I could eat it every night, I would. This is a LIMITED BATCH! It did not replace S’mores. It’s still available in stores and online. Gimme S’more has come and will go again and regular S’mores will remain. The very first S’mores was retired but the one we’ve been enjoying for quite a while now is still there. So enjoy this for what it is and have your regular S’mores too."
4_bj,5,21.0,5.0,"This is so delicious! It tastes like an amped up cookies and cream but with a graham cracker taste. A Smore is like a cookie so Im not complaining. I also like it better than the Original. This is my new favorite flavor! I dont think the base tastes like regular vanilla at all. It may not be marshmallow-y, but its definitely a ""warm, dark"" and border-lining a faint molasses flavor versus a sweet, strong vanilla if that makes sense. This is my new addiction. I think newbie Ben and Jerrys consumers will take a liking to this one."
4_bj,5,11.0,3.0,"Honestly, I dont love ice cream. Its my least favorite dessert. But, about once a year I get a craving. I saw the Gimme Smore ice cream in the store and love smores so thought Id give it a shot. Total game changer. This is the best ice cream Ive ever had and Ive ended up buying it like 7 times. Im so sad its limited edition and hope it becomes permanent. Its perfectly simple and complex-I wouldnt change a thing. Im reviewing in hopes marketing people see its ratings and decide to keep it!!"
4_bj,5,1.0,0.0,"I first tasted this heavenly creation on Dec 24th... And boy what a Christmas Miracle it was. The target I visited was out of my previous favorite Milk and Cookies, and I want in the mood for the ""chocolatey-ness"" of my other favorite the Tonight Dough."
4_bj,5,14.0,4.0,"I literally just bought this 20 minutes ago, put a little bit in a bowl, and decided I had to write the review. I agree with one reviewer where they said the marshmallow ice-cream doesnt really taste like marshmallow. However, I feel like thats a really difficult flavor to capture and the overall execution was very good. I totally tasted the graham cracker pieces and I LOVE the chocolate cookies BJ puts in their ice-cream. If I had to make a critique or suggestion, I would say maybe have more graham cracker swirls and/or flavor the ice-cream graham cracker and have marshmallow swirls with the cookie and graham crackers? I dont know though because Im pretty overkill with my ice-cream. If it doesnt sound like Im going to die it wouldnt be my first choice. All in all, I am so happy, Im struggling to not get more, and I would be very sad if this never came back."
