key,stars,helpful_yes,helpful_no,text,rating,sentiment,bag_of_words,bag_of_words_str
0_breyers,1,13,0,"['sad', 'see', 'brand', 'integrity', 'sell', 'buck', 'saved', 'using', 'corn', 'syrup', 'good', 'bye', 'decade', 'loyalty', 'ive', 'moved', 'turkey', 'hill']",4.1,0,"['sad', 'see', 'brand', 'sell', 'syrup', 'good', 'ive']","sad,see,brand,sell,syrup,good,ive"
0_breyers,2,11,0,"['cow', 'fed', 'grass', 'gmo', 'corn', 'dont', 'ingredient', 'say', 'vanilla', 'actually', 'vanillian', 'wood', 'pulp', 'say', 'natural', 'ingredient', 'unilever', 'bought', 'ben', 'jerry', 'ruined', 'eat', 'ice', 'cream', 'make']",4.1,0,"['dont', 'ingredient', 'say', 'vanilla', 'actually', 'say', 'natural', 'ingredient', 'unilever', 'bought', 'ben', 'jerry', 'eat', 'ice', 'cream', 'make']","dont,ingredient,say,vanilla,actually,say,natural,ingredient,unilever,bought,ben,jerry,eat,ice,cream,make"
0_breyers,1,12,0,"['lost', 'glopped', 'mouthfeel', 'unappetizingly', 'named', 'vegetable', 'gum', 'come', 'know', 'called', 'natural', 'flavor', 'anything', 'refuse', 'aid', 'deceit', 'funding', 'dollar', 'wake', 'people']",4.1,0,"['gum', 'come', 'know', 'natural', 'flavor', 'anything', 'people']","gum,come,know,natural,flavor,anything,people"
0_breyers,1,19,0,"['pay', 'extra', 'ice', 'cream', 'milk', 'cream', 'sugar', 'vanilla', 'least', 'bring', 'back', 'vanilla', 'chocolate', 'strawberry']",4.1,0,"['extra', 'ice', 'cream', 'milk', 'cream', 'sugar', 'vanilla', 'least', 'bring', 'back', 'vanilla', 'chocolate', 'strawberry']","extra,ice,cream,milk,cream,sugar,vanilla,least,bring,back,vanilla,chocolate,strawberry"
0_breyers,1,11,0,"['grew', 'eating', 'breyers', 'vanilla', 'ice', 'cream', 'loved', 'vanilla', 'bean', 'speck', 'creaminess', 'took', 'effort', 'scoop', 'container', 'puddle', 'cream', 'left', 'melted', 'bowl', 'havent', 'year', 'wanted', 'past', 'week', 'finally', 'picked', 'today', 'grocery', 'store', 'disappointed', 'first', 'difference', 'noticed', 'texture', 'freezer', 'get', 'really', 'cold', 'expected', 'tough', 'time', 'scooping', 'first', 'nope', 'like', 'fluff', 'scooped', 'right', 'like', 'marsh', 'mellow', 'cream', 'bad', 'sign', 'tasted', 'couldnt', 'finished', 'bowl', 'gone', 'decadent', 'texture', 'flavor', 'changed', 'le', 'rich', 'somehow', 'im', 'sure', 'breyers', 'market', 'trend', 'cost', 'taste', 'test', 'answer', 'really', 'dont', 'care', 'great', 'ice', 'cream', 'decade', 'ruined', 'never', 'buying', 'unless', 'take', 'tara', 'gum', 'go', 'back', 'classic', 'recipe']",4.1,0,"['eating', 'breyers', 'vanilla', 'ice', 'cream', 'loved', 'vanilla', 'bean', 'took', 'scoop', 'container', 'cream', 'left', 'havent', 'year', 'wanted', 'past', 'week', 'finally', 'today', 'grocery', 'store', 'disappointed', 'first', 'noticed', 'texture', 'freezer', 'get', 'really', 'cold', 'time', 'first', 'like', 'right', 'like', 'cream', 'bad', 'tasted', 'couldnt', 'finished', 'gone', 'decadent', 'texture', 'flavor', 'changed', 'le', 'rich', 'im', 'sure', 'breyers', 'market', 'taste', 'really', 'dont', 'great', 'ice', 'cream', 'never', 'buying', 'take', 'gum', 'go', 'back', 'recipe']","eating,breyers,vanilla,ice,cream,loved,vanilla,bean,took,scoop,container,cream,left,havent,year,wanted,past,week,finally,today,grocery,store,disappointed,first,noticed,texture,freezer,get,really,cold,time,first,like,right,like,cream,bad,tasted,couldnt,finished,gone,decadent,texture,flavor,changed,le,rich,im,sure,breyers,market,taste,really,dont,great,ice,cream,never,buying,take,gum,go,back,recipe"
0_breyers,1,33,1,"['product', 'absolutely', 'flavor', 'breyers', 'natural', 'vanilla', 'favorite', 'ice', 'cream', 'time', 'anymore', 'happened']",4.1,0,"['product', 'absolutely', 'flavor', 'breyers', 'natural', 'vanilla', 'favorite', 'ice', 'cream', 'time', 'anymore', 'happened']","product,absolutely,flavor,breyers,natural,vanilla,favorite,ice,cream,time,anymore,happened"
0_breyers,2,19,0,"['disappointed', 'discover', 'added', 'vegetable', 'gum', 'bought', 'breyers', 'purity', 'longer', 'like', 'texture', 'longer', 'taste', 'like', 'old', 'fashioned', 'real', 'ice', 'cream', 'disappointing']",4.1,0,"['disappointed', 'added', 'gum', 'bought', 'breyers', 'longer', 'like', 'texture', 'longer', 'taste', 'like', 'old', 'real', 'ice', 'cream', 'disappointing']","disappointed,added,gum,bought,breyers,longer,like,texture,longer,taste,like,old,real,ice,cream,disappointing"
<<<<<<< HEAD
0_breyers,4,45,3,"['taste', 'breyers', 'vanilla', 'ice', 'cream', 'declined', 'ingredient', 'changed', 'include', 'gum', 'added', 'flavoring', 'vanilla', 'ice', 'cream', 'ought', 'consist', 'milk', 'cream', 'sugar', 'vanilla', 'bean', 'extract']",4.1,1,"['taste', 'breyers', 'vanilla', 'ice', 'cream', 'ingredient', 'changed', 'gum', 'added', 'vanilla', 'ice', 'cream', 'milk', 'cream', 'sugar', 'vanilla', 'bean']","taste,breyers,vanilla,ice,cream,ingredient,changed,gum,added,vanilla,ice,cream,milk,cream,sugar,vanilla,bean"
=======
0_breyers,4,45,3,"['taste', 'breyers', 'vanilla', 'ice', 'cream', 'declined', 'ingredient', 'changed', 'include', 'gum', 'added', 'flavoring', 'vanilla', 'ice', 'cream', 'ought', 'consist', 'milk', 'cream', 'sugar', 'vanilla', 'bean', 'extract']",4.1,0,"['taste', 'breyers', 'vanilla', 'ice', 'cream', 'ingredient', 'changed', 'gum', 'added', 'vanilla', 'ice', 'cream', 'milk', 'cream', 'sugar', 'vanilla', 'bean']","taste,breyers,vanilla,ice,cream,ingredient,changed,gum,added,vanilla,ice,cream,milk,cream,sugar,vanilla,bean"
>>>>>>> main
0_breyers,1,45,2,"['hadnt', 'purchased', 'breyers', 'ice', 'cream', 'taste', 'ice', 'cream', 'picked', 'remembered', 'high', 'quality', 'ice', 'cream', 'little', 'lower', 'butterfat', 'super', 'premium', 'brand', 'nice', 'refreshing', 'light', 'pure', 'flavor', 'opened', 'package', 'noticed', 'ice', 'cream', 'obviously', 'melted', 'frozen', 'somewhere', 'along', 'supply', 'chain', 'frozen', 'one', 'side', 'container', 'strike', 'one', 'scooped', 'hmmm', 'texture', 'didnt', 'seem', 'quite', 'right', 'soft', 'marshmallow', 'like', 'strike', 'two', 'tasted', 'ugh', 'awful', 'flavor', 'except', 'sweet', 'air', 'fluffy', 'texture', 'didnt', 'seem', 'right', 'whats', 'problem', 'checked', 'ingredient', 'yep', 'full', 'gum', 'stabilizer', 'butterfat', 'content', 'low', 'cant', 'even', 'call', 'ice', 'cream', 'hadnt', 'breyers', 'name', 'would', 'checked', 'ingredient', 'purchase', 'couldnt', 'imagine', 'unilever', 'would', 'take', 'great', 'brand', 'like', 'breyers', 'completely', 'destroy', 'strike', 'three', 'bad', 'threw', 'entire', 'package', 'away', 'expecting', 'breyers', 'past', 'sadly', 'disappointed']",4.1,0,"['purchased', 'breyers', 'ice', 'cream', 'taste', 'ice', 'cream', 'high', 'quality', 'ice', 'cream', 'little', 'super', 'brand', 'nice', 'refreshing', 'light', 'flavor', 'opened', 'noticed', 'ice', 'cream', 'frozen', 'frozen', 'one', 'side', 'container', 'one', 'texture', 'didnt', 'quite', 'right', 'soft', 'marshmallow', 'like', 'two', 'tasted', 'flavor', 'sweet', 'texture', 'didnt', 'right', 'problem', 'ingredient', 'full', 'gum', 'low', 'cant', 'even', 'ice', 'cream', 'breyers', 'name', 'would', 'ingredient', 'purchase', 'couldnt', 'unilever', 'would', 'take', 'great', 'brand', 'like', 'breyers', 'completely', 'three', 'bad', 'entire', 'away', 'expecting', 'breyers', 'past', 'disappointed']","purchased,breyers,ice,cream,taste,ice,cream,high,quality,ice,cream,little,super,brand,nice,refreshing,light,flavor,opened,noticed,ice,cream,frozen,frozen,one,side,container,one,texture,didnt,quite,right,soft,marshmallow,like,two,tasted,flavor,sweet,texture,didnt,right,problem,ingredient,full,gum,low,cant,even,ice,cream,breyers,name,would,ingredient,purchase,couldnt,unilever,would,take,great,brand,like,breyers,completely,three,bad,entire,away,expecting,breyers,past,disappointed"
0_breyers,1,34,1,"['problem', 'breyers', 'since', 'purchased', 'canadian', 'company', 'addition', 'gum', 'icecream', 'stopped', 'purchasing', 'aded']",4.1,0,"['problem', 'breyers', 'since', 'purchased', 'company', 'gum', 'icecream', 'stopped']","problem,breyers,since,purchased,company,gum,icecream,stopped"
0_breyers,1,32,1,"['happened', 'plain', 'pure', 'ingredient', 'made', 'optimum', 'choice', 'ice', 'cream', 'change', 'receipt', 'great', 'product', 'start', 'making', 'ice', 'cream']",4.1,0,"['happened', 'plain', 'ingredient', 'made', 'choice', 'ice', 'cream', 'change', 'great', 'product', 'making', 'ice', 'cream']","happened,plain,ingredient,made,choice,ice,cream,change,great,product,making,ice,cream"
0_breyers,1,23,1,"['really', 'disappointed', 'breyers', 'growing', 'quit', 'awhile', 'decided', 'try', 'touted', 'milk', 'cream', 'sugar', 'taste', 'texture', 'isnt', 'ice', 'cream', 'like', 'warm', 'version', 'thickening', 'ice', 'cream', 'shouldnt', 'light', 'fluffy', 'heavy', 'cold', 'enough', 'give', 'brain', 'freeze', 'buying']",4.1,0,"['really', 'disappointed', 'breyers', 'decided', 'try', 'milk', 'cream', 'sugar', 'taste', 'texture', 'isnt', 'ice', 'cream', 'like', 'version', 'ice', 'cream', 'light', 'cold', 'enough', 'give', 'buying']","really,disappointed,breyers,decided,try,milk,cream,sugar,taste,texture,isnt,ice,cream,like,version,ice,cream,light,cold,enough,give,buying"
0_breyers,1,30,1,"['ruined', 'breyers', 'ice', 'cream', 'gum', 'corn', 'syrup', 'cheap', 'ingredient', 'breyers', 'one', 'best', 'food', 'experience', 'childhood', 'destroyed', 'go', 'back', 'simple', 'ingredient', 'money', 'hungry', 'goblin', 'isnt', 'ingredient', 'list', 'influence', 'purchase']",4.1,0,"['breyers', 'ice', 'cream', 'gum', 'syrup', 'ingredient', 'breyers', 'one', 'best', 'food', 'experience', 'go', 'back', 'simple', 'ingredient', 'isnt', 'ingredient', 'list', 'purchase']","breyers,ice,cream,gum,syrup,ingredient,breyers,one,best,food,experience,go,back,simple,ingredient,isnt,ingredient,list,purchase"
0_breyers,1,27,0,"['used', 'swear', 'natural', 'vanilla', 'best', 'ice', 'cream', 'anymore', 'shame', 'typical', 'corporate', 'move', 'increase', 'profit', 'cost', 'quality', 'product', 'bryers']",4.1,0,"['used', 'natural', 'vanilla', 'best', 'ice', 'cream', 'anymore', 'quality', 'product']","used,natural,vanilla,best,ice,cream,anymore,quality,product"
0_breyers,3,73,4,"['used', 'favorite', 'vanilla', 'ice', 'cream', 'tasted', 'like', 'homemade', 'without', 'fuss', 'tara', 'gum', 'give', 'gummy', 'cheap', 'store', 'brand', 'mouth', 'feel', 'may', 'well', 'cheaper', 'brand']",4.1,0,"['used', 'favorite', 'vanilla', 'ice', 'cream', 'tasted', 'like', 'without', 'gum', 'give', 'store', 'brand', 'mouth', 'feel', 'may', 'well', 'brand']","used,favorite,vanilla,ice,cream,tasted,like,without,gum,give,store,brand,mouth,feel,may,well,brand"
0_breyers,2,7,0,"['melt', 'real', 'ice', 'cream', 'need', 'change']",4.1,0,"['melt', 'real', 'ice', 'cream', 'need', 'change']","melt,real,ice,cream,need,change"
0_breyers,1,35,0,"['literally', 'bragged', 'everyone', 'even', 'got', 'people', 'convert', 'best', 'ice', 'cream', 'planet', 'long', 'remember', 'loved', 'snowy', 'texture', 'ice', 'cream', 'made', 'stand', 'apart', 'rest', 'especially', 'mint', 'chip', 'vanilla', 'bean', 'vanilla', 'ice', 'cream', 'taste', 'gummy', 'overly', 'sweet', 'texture', 'weird', 'like', 'froth', 'top', 'latte', 'good', 'way', 'biggest', 'difference', 'product', 'added', 'corn', 'syrup', 'reason', 'always', 'turned', 'breyers', 'avoid', 'family', 'well', 'wayyy', 'sweet', 'like', 'competitor', 'please', 'fix', 'ice', 'cream', 'vow', 'get', 'rid', 'corn', 'syrup', 'non', 'commercial', 'cookie', 'candy', 'ice', 'cream', 'add', 'actual', 'ice', 'cream', 'weve', 'loyal', 'deserve', 'good', 'stuff', 'here', 'big', 'one', 'please', 'use', 'peanut', 'ingredient', 'thing', 'dont', 'peanut', 'please', 'remove', 'rocky', 'road', 'used', 'love', 'enjoy']",4.1,0,"['literally', 'everyone', 'even', 'got', 'people', 'best', 'ice', 'cream', 'long', 'loved', 'texture', 'ice', 'cream', 'made', 'rest', 'especially', 'mint', 'chip', 'vanilla', 'bean', 'vanilla', 'ice', 'cream', 'taste', 'sweet', 'texture', 'like', 'top', 'good', 'way', 'product', 'added', 'syrup', 'reason', 'always', 'breyers', 'family', 'well', 'sweet', 'like', 'please', 'ice', 'cream', 'get', 'syrup', 'non', 'cookie', 'ice', 'cream', 'add', 'ice', 'cream', 'good', 'stuff', 'big', 'one', 'please', 'use', 'peanut', 'ingredient', 'thing', 'dont', 'peanut', 'please', 'used', 'love', 'enjoy']","literally,everyone,even,got,people,best,ice,cream,long,loved,texture,ice,cream,made,rest,especially,mint,chip,vanilla,bean,vanilla,ice,cream,taste,sweet,texture,like,top,good,way,product,added,syrup,reason,always,breyers,family,well,sweet,like,please,ice,cream,get,syrup,non,cookie,ice,cream,add,ice,cream,good,stuff,big,one,please,use,peanut,ingredient,thing,dont,peanut,please,used,love,enjoy"
0_breyers,1,40,0,"['whole', 'family', 'loved', 'breyers', 'kid', 'flavor', 'consistency', 'unique', 'added', 'tara', 'gum', 'soft', 'watery', 'shame', 'changed', 'recipe']",4.1,0,"['whole', 'family', 'loved', 'breyers', 'kid', 'flavor', 'consistency', 'added', 'gum', 'soft', 'changed', 'recipe']","whole,family,loved,breyers,kid,flavor,consistency,added,gum,soft,changed,recipe"
0_breyers,1,5,0,"['family', 'enjoying', 'breyers', 'natural', 'vanilla', 'ice', 'cream', 'year', 'truly', 'loved', 'every', 'single', 'bowl', 'past', '2', 'purchase', 'product', 'tasted', 'much', 'like', 'glue', 'unfortunately', 'cant', 'buy', 'threw', 'last', 'one', 'away', 'sad', 'see', 'amazing', 'product', 'spiral', 'dirt', 'tasting', 'expert', 'product', 'team', 'found', 'improvement', 'didnt', 'proper', 'survey', 'existing', 'customer', 'well', 'looking', 'another', 'brand', 'asking', 'grocery', 'store', 'manager', 'add', 'natural', 'ice', 'cream', 'product']",4.1,0,"['family', 'breyers', 'natural', 'vanilla', 'ice', 'cream', 'year', 'truly', 'loved', 'every', 'single', 'past', '2', 'purchase', 'product', 'tasted', 'much', 'like', 'unfortunately', 'cant', 'buy', 'last', 'one', 'away', 'sad', 'see', 'amazing', 'product', 'tasting', 'product', 'found', 'didnt', 'customer', 'well', 'looking', 'another', 'brand', 'grocery', 'store', 'add', 'natural', 'ice', 'cream', 'product']","family,breyers,natural,vanilla,ice,cream,year,truly,loved,every,single,past,2,purchase,product,tasted,much,like,unfortunately,cant,buy,last,one,away,sad,see,amazing,product,tasting,product,found,didnt,customer,well,looking,another,brand,grocery,store,add,natural,ice,cream,product"
0_breyers,1,4,0,"['change', 'used', 'good', 'natural', 'tasting', 'white', 'fleck', 'vanilla', 'bean', 'taste', 'like', 'ever', 'cheap', 'processed', 'ice', 'disappointed']",4.1,0,"['change', 'used', 'good', 'natural', 'tasting', 'white', 'vanilla', 'bean', 'taste', 'like', 'ever', 'ice', 'disappointed']","change,used,good,natural,tasting,white,vanilla,bean,taste,like,ever,ice,disappointed"
0_breyers,2,2,0,"['breyers', 'natural', 'vanilla', 'go', 'ice', 'cream', 'year', 'account', 'fact', 'im', 'allergic', 'basically', 'every', 'brand', 'ice', 'cream', 'except', 'couple', 'recently', 'stopped', 'including', 'vanilla', 'bean', 'least', 'last', 'carton', 'bought', 'vanilla', 'bean', 'huge', 'mistake', 'part', 'permanent', 'change', 'actual', 'vanilla', 'bean', 'part', 'ice', 'cream', 'give', 'unique', 'taste', 'make', 'way', 'better', 'opinion']",4.1,0,"['breyers', 'natural', 'vanilla', 'go', 'ice', 'cream', 'year', 'fact', 'im', 'every', 'brand', 'ice', 'cream', 'couple', 'recently', 'stopped', 'vanilla', 'bean', 'least', 'last', 'carton', 'bought', 'vanilla', 'bean', 'huge', 'part', 'permanent', 'change', 'vanilla', 'bean', 'part', 'ice', 'cream', 'give', 'taste', 'make', 'way', 'better', 'opinion']","breyers,natural,vanilla,go,ice,cream,year,fact,im,every,brand,ice,cream,couple,recently,stopped,vanilla,bean,least,last,carton,bought,vanilla,bean,huge,part,permanent,change,vanilla,bean,part,ice,cream,give,taste,make,way,better,opinion"
0_breyers,1,2,0,"['always', 'bought', 'natural', 'vanilla', 'simply', 'milk', 'cream', 'sugar', 'vanilla', 'big', 'ad', 'campaign', 'around', 'one', 'point', 'would', 'add', 'gum', 'handful', 'different', 'vanilla', 'leave', 'one', 'alone', 'keep', 'customer', 'wanted', 'especially', 'annoyed', 'notice', 'looked', 'one', 'day', 'reason', 'anyway', 'yuck', 'reason', 'ever', 'buy', 'breyers']",4.1,0,"['always', 'bought', 'natural', 'vanilla', 'simply', 'milk', 'cream', 'sugar', 'vanilla', 'big', 'around', 'one', 'point', 'would', 'add', 'gum', 'different', 'vanilla', 'one', 'keep', 'customer', 'wanted', 'especially', 'looked', 'one', 'day', 'reason', 'reason', 'ever', 'buy', 'breyers']","always,bought,natural,vanilla,simply,milk,cream,sugar,vanilla,big,around,one,point,would,add,gum,different,vanilla,one,keep,customer,wanted,especially,looked,one,day,reason,reason,ever,buy,breyers"
