<<<<<<< HEAD
=======
<<<<<<< HEAD
>>>>>>> main
key,stars,helpful_yes,helpful_no,text,rating
0_breyers,1,13,0,"Sad to see a brand with integrity sell out for the few bucks saved by using corn syrup. Good bye after decades of loyalty, Ive moved on to Turkey Hill.",4.1
0_breyers,2,11,0,What are the cows fed? Grass? GMO Corn? Why dont the ingredients say Vanilla? Is it actually Vanillian? (wood pulp) Is that why you can say natural ingredients? Unilever bought Ben & Jerrys and ruined them to. Now you can only eat ice cream you make yourself.,4.1
0_breyers,1,12,0,"They lost me when they glopped up the mouthfeel with the unappetizingly named vegetable gum, and now that I have come to know that so-called natural flavor is anything but, I refuse to aid this deceit by funding it with my dollars. Wake up, people!",4.1
0_breyers,1,19,0,"I will pay extra for ice cream that has only milk, cream, sugar and vanilla. At least bring back vanilla, chocolate, strawberry",4.1
0_breyers,1,11,0,"I grew up eating Breyers Vanilla ice cream. I loved the vanilla bean specks, the creaminess, how it took some effort to scoop out of the container, the puddle of cream left as it melted in the bowl. I havent had any in years, and wanted some for the past few weeks. Finally picked some up today at the grocery store. So disappointed! The first difference I noticed was the texture. My freezer gets really cold, and I expected to have a tough time scooping it out at first. Nope! It was like fluff. Scooped right out like marsh mellow cream. Bad sign. Then, I tasted it. I couldnt finished my bowl. Gone was the decadent texture, and the flavor changed too. Less rich somehow. Im sure Breyers has some market trends, cost, taste test answer to this, but I really dont care. You had great ice cream for decades and you ruined it. Never buying it again, unless you take out the tara gum and go back to your classic recipe.",4.1
0_breyers,1,33,1,This product has absolutely NO flavor. Breyers natural vanilla was my favorite ice cream of all time. Not anymore. What happened?,4.1
0_breyers,2,19,0,I am disappointed to discover they added vegetable gum. I bought Breyers for its purity. I no longer like the texture. And it no longer tastes like old fashioned real ice cream. Its very disappointing.,4.1
0_breyers,4,45,3,"The taste of Breyers vanilla ice cream declined when the ingredients changed to include gum and added flavoring. Vanilla ice cream ought to consist of only milk/cream, sugar and vanilla beans (or extract).",4.1
0_breyers,1,45,2,"I hadnt purchased Breyers ice cream in a while and had a taste for some ice cream so I picked some up. I remembered it as a high quality ice cream with a little lower butterfat than the super premium brands and a nice refreshing light pure flavor to it. When I opened the package, I noticed that the ice cream had obviously melted and re-frozen somewhere along the supply chain. It was all frozen to one side of the container, strike one. Then I scooped it out, hmmm, the texture didnt seem quite right, it was soft and marshmallow like, strike two. Then I tasted it, ugh, awful. No flavor except sweet, all air, fluffy texture. This just didnt seem right, whats the problem? Then I checked the ingredients, yep, full of gums and stabilizers and with a butterfat content so low, they cant even call it ice cream any more. If it hadnt had the Breyers name on it, I would have checked ingredients before purchase but I couldnt imagine that Unilever would take a great brand like Breyers and completely destroy it, they did, strike three. It was so bad I threw the entire package away. If you are expecting the Breyers from the past, you will be sadly disappointed.",4.1
0_breyers,1,34,1,"The problem with Breyers, since purchased by a Canadian company, is the addition of gums to their icecream. I stopped purchasing once this was aded.",4.1
0_breyers,1,32,1,What happened to the plain pure ingredients that made this the optimum choice for ice cream. Why have you change the receipt of such a great product? I will have to start making my own ice cream.,4.1
0_breyers,1,23,1,"Really disappointed...At Breyers growing up but I quit awhile. I decided to try it again after they touted Milk, Cream and Sugar but the taste and texture isnt ice cream......more like a warm version of thickening....ice cream shouldnt be light and fluffy.....it should be heavy and cold enough to give you a brain freeze...... not buying it again.",4.1
0_breyers,1,30,1,"You ruined Breyers ice cream with your gums, corn syrup, and cheap ingredients. Breyers was one of my best food experiences in childhood and you destroyed it. Go back to simple ingredients, money hungry goblins. Why isnt ingredients in your list of what influences your purchase?",4.1
0_breyers,1,27,0,"I used to swear by the Natural Vanilla as the best ice cream, but not anymore!!! What a shame. Typical corporate move to increase profits at the cost of the quality of the product. No my Bryers for me.",4.1
0_breyers,3,73,4,used to be my very favorite vanilla ice cream. tasted the most like homemade without the fuss. now it has tara gum that gives it that gummy cheap store brand mouth feel and i may as well just by the cheaper brands.,4.1
0_breyers,2,7,0,Does not melt! Not real ice cream! It needs to change..,4.1
0_breyers,1,35,0,"I have literally bragged to everyone and even got people to convert to the best ice cream on the planet for as long as I can remember. I loved the snowy texture of the ice cream. It made it stand apart from all the rest. Especially the mint chip and vanilla bean! Now all the vanilla ice creams taste gummy and overly sweet. The texture is weird like a froth on the top of a latte only not in a good way. The biggest difference in the products is the added corn syrup. The reason we always turned to Breyers was to avoid it, not just because our family not doing well with it but because its wayyy too sweet like its competitors. PLEASE FIX YOUR ICE CREAM!!!!! Vow to get rid of the corn syrup from all your non commercial cookie and candy ice creams and with those to not add any to the actual ice cream. Weve been loyal and we deserve our good stuff. Heres a big one PLEASE do not use peanut ingredients in things that dont have peanuts! PLEASE remove it from the Rocky Road that I used to love and enjoy!",4.1
0_breyers,1,40,0,"I my whole family loved Breyers when I was a kid. The flavor and consistency was unique. Now with the added tara gum, its too soft and watery. A shame that changed the recipe.",4.1
0_breyers,1,5,0,"Our family has been enjoying Breyers Natural Vanilla ice cream for years, and truly loved every single bowl. The past 2 purchases of this product tasted very much like glue, so unfortunately we just cant buy any more - we threw the last one in away. Very sad to see this amazing product spiral into the dirt. If your tasting experts and product team found this to be an improvement, then they didnt do a proper survey of existing customers. Well be looking for another brand, or asking our grocery store manager to add a Natural Ice Cream product.",4.1
0_breyers,1,4,0,When did you change it? It used to be so good and and natural tasting and white with flecks of vanilla bean. Now it tastes like ever other Cheap processed ice I out there. So disappointed.,4.1
0_breyers,2,2,0,Breyers natural vanilla has been my go-to ice cream for years on account of the fact that Im allergic to basically every other brands ice cream except for a couple. Recently they stopped including vanilla bean in it or at least this last carton I bought did not have vanilla bean in it. This is a huge mistake on their part if this is a permanent change. The actual vanilla bean parts and ice cream give it a unique taste and make it way better in my opinion.,4.1
0_breyers,1,2,0,"I always bought the Natural Vanilla, because it was simply milk, cream, sugar, and vanilla. They did a big ad campaign around that at one point. Why would you add gum to that? They have a handful of different vanillas. Why not leave this one alone and keep the customers who wanted that? I was especially annoyed that there was not notice of it. I just looked one day for some reason. Anyway, yuck. No reason to ever buy Breyers again.",4.1
0_breyers,1,3,0,Remove the vegetable gum and list wether or not nothing is added is added to to the cream and I’ll give 5 stars. Most companies add stabilizers and smoothening agents to cream. So please state %100 pure cream so we know there is nothing added.,4.1
0_breyers,1,2,0,"Over the last few months I have notice the natural vanilla has a caramel-like taste to it? Have you changed your formula? If you did, PLEASE change it back. This ice cream used to have a wonderful taste. Now it leaves a terrible after taste and it is very disappointing because this was our go to ice cream. I really dont want to switch to another brand but I will if I have to.",4.1
0_breyers,1,2,0,"By adding vegetable gums to the ice cream recipe, Breyers ice cream has been contaminated. The consistency is now terrible, just like other fake ice creams. Please bring back our beloved Breyers Natural Vanilla with NO gum added. Unilever has corrupted the wonderful natural ingredients by adding alien substances which DO NOT belong in ice cream!",4.1
0_breyers,2,3,0,Breyers was once the Best ice cream because it WAS ALL natural. But not anymore. Why do they have to change?,4.1
0_breyers,1,3,0,"Very disappointed. Not very vanilla tasting, like it used to be. Over quality just fair.",4.1
0_breyers,1,2,0,I was shocked to see that gum is now added to the natural vanilla. I dont care if it is a vegetable based product. I read the reasoning behind adding it to the customer service responses but I am not impressed. We loved the Breyers Naturals line because it had simple ingredients and no gum. It was creamy enough without the gum and the formation of ice crystals with temperature fluctuations means it is real ice cream! Listen to your customers. Take the gum out. Maybe you are starting to use inferior ingredients to cut costs and have to add gum to compensate but are using this lame excuse to justify it in the mix. I have been eating Breyers vanilla with vanilla bean since I could eat ice cream. You slowly ruined all of my other favorite flavors like butter pecan with garbage ingredients that make my whole family sick. Now we have had to switch to Haagen Dazs or making my own. My dad can get Turkey Hill vanilla where he lives and that still has no gums.,4.1
0_breyers,1,3,0,"Here I sit for the 5th week of quarantine of the worldwide pandemic virus of all time not being allowed out by my husband due to being a potential person. And he cannot find anywhere what I am telling him I want Breyers Vanilla Bean ice cream. He tells me he cannot find it in any of the grocers where we live. Then I happen to remember the name change several years back so I go to Breyers.com. Imagine my disappointment reading a lot of the reviews since the change. Now I’m almost afraid to tell him to keep looking now that I know the correct name. It seems the true lovers of that old fashion, families gathered under huge oak trees and everyone taking turns to crank that old turn crank ice cream maker, kids skipping around waiting impatiently sticking their fingers in the ice to taste the salt to finally taste that impeccable creamy, sweet, with specks of something that made that white cold frozen dessert taste like heaven. That’s what the old version of Breyers Vanilla Bean ice cream tasted like to me. Old fashioned turn crank ice cream. I would dip it out as frozen scoops but stir and stir it till it became the creamy smooth specialty that always brought me those memories. Why oh why did you have to mess with something so perfect.",4.1
0_breyers,2,2,0,"We used to love Breyers natural vanilla and the vanilla/chocolate. Lately, we noticed that the ice cream tastes different, no longer gets hard in freezer, and often gets freezer burned. Breyers is adding vegetable gums to the ice cream, so this might be the problem. Its too bad because we were fans of Breyers for decades.",4.1
0_breyers,1,1,0,"BREYERS WHAT HAVE YOU DONE TO YOUR ICE CREAM? JUST PURCHASED 2 HALF GALLONS, BUTTER PECAN ( My favorite of all time) and MINT CHOCOLATE CHIP...THE MINT STILL DELICIOUS...THE BUTTER PECAN WAS LITERALLY AWFUL! NO LONGER SAYS ICE CREAM ON THE CONTAINER...READ LABELS NOW MANY OF THEIR ICE CREAMS HAVE BECOME SOMETHING ELSE...IF IT DOES NOT SAY ICE CREAM...BEWARE YOU MAY BE VERY DISSAPOINTED! HAD TO THROW OURS OUT...THE PECANS TASTED LIKE FISH AND THE CREAM PART TASTED ARTIFICIAL.",4.1
0_breyers,2,2,0,ever since I was a kid I loved buying Breyers vanilla/chocolate/ strawberry neopolitan ice cream. Now I buy it and no Vanilla bean with the little specs. I know vanilla has gotten more expensive but. Totally different flavor now. I am not satisfied. I hope you are hearing alot of this so you change it back!!,4.1
0_breyers,4,2,0,"This product no longer has specks of vanilla in it. Thus, the photo on the box is misleading. Best aspect is lowest fat content of all major brands. Taste is still OK, but not as good as before. Also, they used to have a natural coffee flavor. The new coffee frozen dessert is horrible.",4.1
0_breyers,1,2,0,Quality is not there any longer since Unilever bought them.,4.1
0_breyers,1,84,3,Have been buying Bryers for 50 years but lately the taste has changed dramatically. Too creamy and gummy. I have tried all your vanilla varieties. They melt too quickly too. The Natural Vanilla seems closest to what ice cream used to be. Do not even want to finish an opened carton of Cherry Vanila I just bought. The ice part is gone; only some sweet gummy cream sauce is left.,4.1
0_breyers,2,22,0,"The flavor, texture and quality of Breyers Natural Vanilla has declined remarkably over the past several years. Natural Vanilla was one of my familys favorites. While still good, it is no longer great. I find myself testing other brands in search of another ice cream that is similar to what Natural Vanilla used to be. Im guessing the bean counters have worked their statistical wizardry, but it was never about price for my family.",4.1
0_breyers,1,75,1,"I noticed that the “Natural Vanilla” tastes different lately. I read the ingredients tonight’s and saw that Vegetable Gum is now one of the ingredients. There are other natural ice creams on the market that only use cream, sugar and vanilla. I will never purchase Bryers again unless you go back to using only natural and simple ingredients. Very disappointed.",4.1
0_breyers,1,141,9,"Breyers has changed their formula (natural vanilla). There are now 11 ingredients, not 5. The 4th ingredient is CORN SYRUP and there is also the addition of the cheap trans fat hidden ingredient, monoglycerides and diglycerides. Truly a disappointment since for decades BREYERS prided themselves on Pure and Simple ingredients. I see on there website, they still are. Look at the ingredients though. I will no longer buy their products. Dr. Donna~",4.1
0_breyers,1,2,0,I used to love Byers All Natural Vanilla Ice Cream. Nothing could compare. Just to let you know I would take a few Ice Crystals over the gum mess you have added. I can not stand the texture. Why cant you offer all of use Old School customers the option of your old recipe. Even Coke knew when to go back to the Real Thing. In your questions I stated I purchased this several times a month. I did back when it was real. Prior to 2006-2007. I know choose another company.,4.1
0_breyers,1,36,0,Bryers vanilla was the only ice cream I would eat. I loved the simple real ingredients and non chemical taste. However much to my dismay I had some ice cream tonight only to find that it was the equivalent to that of a Walmart generic ice cream. The ice cream is completely Flavorless too sugary and now has corn syrup and guar gum in it. . I won’t be buying this ice cream ever again!!! So much for being all natural. Who wants corn syrup in their food!,4.1
0_breyers,1,421,19,"Breyers natural vanilla used to be my holy Grail of ice cream. I believe I sent a laudatory email in 2003 or 2004 to specifically thank the company for their beautifully simple ingredients, and for not using stabilizers or emulsifiers since I find they give ice cream a strange mouth texture. Imagine my disappointment when Breyers changed their formula to include stabilizers and consist of half air, and offer no product line like the original. Imagine my irritation at seeing a Breyers commercial right now bragging about using real vanilla bean and their real, natural ingredients in ice cream. I came to check the ingredients list to see if I could start buying Breyers again, but you still list vegetable gum. Its been years now, but you ruined my favorite ice cream, and despite the movement to real food, you havent fixed it.",4.1
0_breyers,2,72,3,"This natural vanilla ice cream is not nearly as good as it used to be and I dont care for it any longer. Breyers needs to remove the vegetable gum from this ice cream in order for me to purchase this again. I do not like the texture that the vegetable gum gives to the ice cream. My local Pennsylvania Turkey Hill brand ice cream offers an all natural ice cream that is so much better than this version from Breyers. They do not put any fillers in their ice cream at all!! I do not think that the quality of Breyers ice cream is bad by any means but not nearly as good as it could be if they used all natural ingredients. Breyers, start making an all natural ice cream and Ill start buying your products again. Sorry, but Im just being honest.",4.1
0_breyers,1,94,2,"I must agree with many one-star ratings here. The main beef is the huge change in your formula/ingredients. Its always been Breyers. When I first moved to the west coast, there was no Breyers, so I did not eat ice cream for several years. Then its here ... in the past several years Ive noticed: a) it no longer stays frozen long enough to eat it; b) when it melts, it forms into a scary gummy mess. Breyers used to melt and turn back into cream and milk basically. Why on earth would you decide to take a once delicious natural treat and load it up with a boatload of nasty chemicals that have RUINED YOUR PRODUCT?",4.1
0_breyers,2,81,3,"Not the long ago Breyers set itself apart from other brands by using ONLY MILK, CREAM, SUGAR, and VANILLA in its Vanilla ice cream. They went so far as to have TV commercials with children reading the ver very simple label. Now they show similar comercials stating the Breyers is made WITH those ingredients but no longer ONLY WITH. Read the label for yourself. The ice cream is still good but the longer ingrediants list ant the missing word ONLY hasnt gone unnoticed despite the attempt to gloss over the corporate decision to move away from the one distinctive characteristic that set the Breyers brand apart from the others.",4.1
0_breyers,1,23,0,"Breyers vanilla was once great. I remember when it would melt away on the palate, nothing but cream, milk and vanilla extract (with the vanilla bean flecks throughout). Now its artificially enhance to make it creamy with gum, etc, leaving foam and an aftertaste. Yuck! I guess like so many things, it was too good. Maybe its cheaper to produce now. Why couldnt it have been left as it was - perfect?",4.1
0_breyers,1,45,2,"This used to be the best vanilla ice cream on the planet. Now its just inedible. I threw out an entire half gallon (CORRECTION: 1.5 quarts since the reduced the package size). This ice cream now has a chewy texture that is quite unpleasant. Ive searched high and low for a natural vanilla bean ice cream that is the way Breyers used to be and I finally found Turkey Hill Vanilla Bean. Praise the lord, Im saved.",4.1
0_breyers,5,53,32,"After trying Bryers Natural Vanilla Ice Cream I can say that it is so smooth, creamy and natural tasting its the only Vanilla ice cream ill buy anymore. Nothing about Bryers Natural Vanilla tastes artificial. It scoops easily from the first to the very last. Not overly sweetened, it leaves a fresh, clean feeling on your tongue that will have you wanting more. Its hard to practice moderation with an ice cream as perfect as this. The packaging is easily readable so you know what youre getting. The only downside to Bryers Natural Vanilla ice cream is that it doesnt come in a bottomless size!",4.1
0_breyers,1,3,0,I remember getting to go stay with the grandparents and grandad always kept vanilla bean in the freezer it was so good with late night tv. Picked this up at the store the other day. Ate some this evening while I tried to have nostalgia all I got was disappointment. Why do people change things and think they are making it better. Sad . I dont understand why you cant just release a vanilla bean.,4.1
0_breyers,1,4,0,"If Breyers is formulated to provide desired flavor, appearance, consistency, and nutritional value and maintain those qualities during storage and use how does Haagen-Dazs do it without gum? They are in the same freezer case... and I walk past the Breyers to buy Haagen Dazs because it tastes just fine (or better..) and has no gum. Its a mystery....",4.1
0_breyers,1,4,0,"Years ago I used to buy nothing but Breyers Natural Vanilla Bean ice cream. It was even kept in the natural food freezer, not with the other, regular ice creams. Then you started adding Tara, vegetable gum. It totally changed the homemade texture. I understand that many people prefer the creamy texture of other ice creams and allows more air to be mixed into the ice cream, making it fluffier. It also allows you to put less ice cream into the container. I noticed that this new recipe creates a lighter product (weight wise). I prefer the icy hand cranked texture. It even melts differently now. If I left it on the counter a bit too long, and it melted a bit, the melted ice cream would still be edible when it re froze. Not any more. It melted differently in your mouth even. I’m sad to say I will be hand cranking my ice cream from now on. You gave me and my family a few years of the absolute perfect ice cream!",4.1
0_breyers,1,4,0,"I used to LOVE Natural Vanilla ice cream that contained Cream, Milk, Sugar and REAL Vanilla Beans. Not this poor excuse you currently put out. Ive been wondering why the taste has been different, not as Vanilla tasting, and just not as good as it used to be. It doesnt even melt properly. Will no longer purchase any Breyers products until they remove the garbage they now put in it.",4.1
0_breyers,1,5,0,Im extremely disappointed in how natural vanilla has changed over the past couple of years. This last carton didnt have one speck of vanilla bean and the texture has completely changed due to vegetable gum (Tara). This used to be the only vanilla ice cream I would buy. Now Im on the hunt to find a new brand.,4.1
0_breyers,3,11,1,"It was better before breyers added gum to it. Still ok, but not as good as it was",4.1
0_breyers,2,5,0,"Prior to September 11th 2001, Breyer’s Vanilla Bean Vanilla was one of only two ice creams served at “Windows on the World”, the restaurant on the 107th floor of the World Trade Center. This new version would never have continued the distinctive tradition. I mean “Really”, do we need FOUR different Vanilla’s from the same manufacturer?",4.1
0_breyers,1,7,0,"What happened Breyers?! Why the corn syrup? It doesn’t taste as good and it’s so unhealthy! You guys used to be my go to, but this is my last purchase.",4.1
0_breyers,2,6,0,"We have been Breyers customers for YEARS and so have my parents that are 85. The last year or so Breyers reformulated the natural vanilla to a whipped/lightweight consistency. Unfortunately, we now are trying other brands because its the same taste but its pumped up with air! :(",4.1
0_breyers,3,1,0,used to love breyers until they started using ingredients that do not belong in icecream. but at least i noticed they are honest enought to call some of their products frozen dairy dessert instead of labeling it as icecream which it could no longer be called. I have switched to turkey hills all natural line. it is everything breyers used to be and wish it still was.,4.1
0_breyers,1,1,0,This was always our go-to ice cream BECAUSE of the 5 ingredients. Our recent purchase had the vegetable gum added. The consistency is terrible. It’s more like an ice milk than ice cream. Not purchasing again.,4.1
0_breyers,4,1,0,"Hi. My husband and I like the ice cream, but we do not understand why the container is not full to the top (aboutan inch below the to). It is supposed to be 1.5 quarts, but it is less.",4.1
0_breyers,2,1,0,I bought this ice cream at Shop rite in little falls Ni I don’t know if it was a bad batch or what they change but the ice cream don’t taste the same anymore,4.1
0_breyers,1,1,0,"Four ingredients was reason to buy and promote every day..... no more four, no more purchase. .... very disappointed, sad really.",4.1
0_breyers,1,1,0,This stuff is just terrible compared to the old crisp vanilla bean that I loved. Why do you want to make the world worse? Cmon.,4.1
0_breyers,1,1,0,Youve taken a once great product and ruined it. All in the name of profits. What a shame.,4.1
0_breyers,1,1,0,The once premium product is no more. Its a total flop whats now in the store.,4.1
0_hd,5,27,0,"if this flavor is ever retired, i swear -- my lifespan might shorten by a few years. it features a perfect, not-overly-sweet, creamy base that captures the essence of cocoa butter. juxtapose that base with the just-tart-enough raspberry coulis ribbon and the bittersweet fudge truffles, and guess what -- a trifecta! i buy pints of this flavor like water; it keeps me alive. when i taste other ice creams, i often use this flavor as the benchmark to which i compare them: how does that flavor compare to WCRT? the balance in this flavor profile and/or texture variation is rarely, if ever, matched.",4.9
0_hd,5,10,0,I am an ice cream addict and this flavour has blown everything out of the water. No other ice cream of any brand or flavour holds a candle to it. It has made my previous favourites taste mediocre and lack lustre. My partner and I are absolutely bonkers about it and would love to have an easier time finding it in grocery stores or convenience stores. A couple months ago it was all over and now it has become really challenging to find it and we are devastated. We just had to share our last tub instead of having one each!,4.9
0_hd,5,4,0,"This flavor is sloop good, I eat about 2 a day sometimes 3. I picked this flavor up at a store and I thought Id never find it. I went back for more and there was no more. I went to about 15 other stores and no luck. Then, I went to the supermarket across from my house and there it was!!!!!..... my daughter cried for me because she knew how upset I was that I couldnt find and white chocolate raspberry truffle. It was right under my nose. Keep up the good work haagan daz.!!!!!!  Sincerely, your #1 fan",4.9
0_hd,5,8,0,Best flavor ever! However I can never find this in any grocery store anymore.,4.9
0_hd,5,5,0,"I am obsessed with the White Chocolate Raspberry Truffle, it is bar none better than any other ice cream I have ever had. The sweetness of the white chocolate highlights the decadent truffle chunks and the subtle tart flavor of the raspberry ribbon is a flavor explosion. I hope they never discontinue this flavor, I would cry.",4.9
0_hd,5,5,0,The day Haagen Dazs discontinue the White Chocolate Raspberry Tuffle. The day they gonn lose a customer. So please. Don’t even think about it.,4.9
0_hd,5,2,0,"Oh My Goodness. I almost needed a cigarette after eating this. Yes, It IS that good.",4.9
0_hd,5,1,0,The White Chocolate Raspberry Truffle is delicious- just the right amount of sweetness. The raspberry swirls complement the dark chocolate bits wonderfully. This is my new favorite flavor!,4.9
0_hd,5,1,0,Haagen daz makes the best ice cream and this is the best of the best. I search all over for it. It is amazing!!!! I am going to go buy some now!,4.9
0_hd,5,1,0,"INCREDIBLE! Decadent flavors, great textures and oh so sinfully flavorful...",4.9
0_talenti,5,1,0,This has been my personal favorite! Worth every dollar!,4.7
0_talenti,4,1,0,I love mangos so finding a frozen dessert that has the natural flavor of mangos was an out of this world find.,4.7
0_talenti,5,1,0,I love this mango ice cream. Its so refreshing & tastes just like mango. I was pleasantly surprised! Will continue to purchase over & over!,4.7
0_talenti,4,2,1,It was great. I thought it was very fresh and natural. The color of the product caught my eye. It was a bit bitter though and sometimes left a bit of an aftertaste.,4.7
0_talenti,4,1,0,"This mango gelato is very thick and natural-tasting. It has great flavor and doesn’t seem artificial at all. Some people might find it a bit too sweet, but it’s very yummy.",4.7
0_talenti,5,1,0,"I recently went vegan for health reasons and was having a hard time finding something sweet for an occasional treat. I found this and it is beyond delicious! My kid begs for a few spoons full after supper. Its smooth and not too sweet. I love that it has simple ingredients that I feel okay giving to my kid. I did receive this product free for testing, but will be buying again and again!",4.7
0_talenti,5,1,0,"When I say MAGNIFICENT MANGO I mean it with every tastebud. Ive tried every other brand of frozen mango fruit bars. They all pale in comparison to Talentis Alphonso Mango Sorbetto. I live in a remote area with very few grocery stores and choices. I try to buy as much of this as I can, so the store will keep it as a product in their freezer section. Alphonso Mango Sorbetto is my favorite frozen indulgence!",4.7
0_talenti,5,2,0,This tastes like happiness in a jar. The Beaty of mangos around the world. Mangoes aspire to become apart of this sorbetto.,4.7
0_talenti,5,2,0,"I picked this up at a local store, best mango sorbet Ive tried. It really does taste like youre taking a bite out of a real mango. Highly recommended for mango fans.",4.7
0_talenti,5,4,1,"The flavor is great, tastes exactly like a mango and not an artificial taste either.",4.7
0_talenti,5,5,2,"The most amazing sorbet Ive ever had! I have been vegan for quite a while now and even before I was vegan, I could never find an ice cream or sorbet this good. I always wind up accidentally eating the entire pint in one sitting! So good",4.7
0_talenti,3,4,2,"Ive eaten mangos from all over the carribean, US and Mexico. This has the essence of mango flavor, but the added sugar and too much carob gum really detracts from mango flavor. I really wish they had reduced the sugar, increased the tartness with more lemon or tart passion fruit or something. This was a big miss for me, but Roman Raspberry is Awesome.",4.7
0_talenti,5,2,0,"My son is allergic to milk and weve had a hard time finding desserts that he can enjoy. Tonight we bought the mango and raspberry gelato and hands down this is the best! It is so delicious, the flavors are amazing! It is smooth and creamy. I not only found the perfect dessert for him, but me as well! Bring on more dairy free products!",4.7
0_talenti,2,4,2,"Having grown up eating tons fresh alphonso magoes in India, I can definitely say that the taste seems quite off from the real stuff. This tastes more like canned mango pulp which is sold in several stores. Real alphonso mangoes have perfect balance of sweet and tart and need nothing to enhance the taste. This had way too much sugar and very over sweet. The fact that they add lemon and sugar just does not sound right. I was expecting much more!",4.7
0_talenti,5,2,1,"No joke. Its like Talenti found the most delicious bite out of 10 mangos and stuffed it all in a frozen cup of golden sunshine. It tastes like a vacation. My wife is 7 months pregnant with our son, and is scouring every market and grocer within 50 miles for the sweet respite of Alphonso Mango. Alas, the shelves do not comply and I am left in fear as my beloved remains unsatiated and spiteful. Where can I go? Please? Pity me. She and the unborn bun will not rest until I find the source of splendor that is Alphonso Mango. Thank you for reaching out, we are sorry to hear you are having difficulty finding this product. Please reach out to us at consumer.services@unilever.com for more information.",4.7
0_talenti,5,1,0,"I have to hide this from my teen daughter or it would be gone!! The first time I tried this, I couldn’t believe it! It is like fresh frozen mango! And the joy of it being dairy-free.. gluten-free was almost too good to be true! I am not a dessert person.. I do not have a sweet tooth.. but sometimes I just need a little something and this is it!!",4.7
